,MATCH,DATE,PT_DIFF,HOME,AWAY
333,St. Joseph's vs. Lafayette,2006-11-17,-8.0,St. Joseph's,Lafayette
334,Montana St. vs. Portland,2006-11-17,-6.0,Montana St.,Portland
335,Northwestern vs. Stanford,2006-11-17,-5.0,Northwestern,Stanford
336,UC Santa Barbara vs. UNLV,2006-11-17,3.0,UC Santa Barbara,UNLV
337,Fresno St. vs. San Francisco,2006-11-17,20.0,Fresno St.,San Francisco
338,Texas-San Antonio vs. Washington St.,2006-11-17,-23.0,Texas-San Antonio,Washington St.
339,Massachusetts vs. Oakland,2006-11-17,9.0,Massachusetts,Oakland
340,Kennesaw St. vs. St. Peter's,2006-11-17,7.0,Kennesaw St.,St. Peter's
341,Mississippi vs. Fairfield,2006-11-17,-3.0,Mississippi,Fairfield
342,VCU vs. Xavier,2006-11-17,-3.0,VCU,Xavier
343,Radford vs. Western Illinois,2006-11-17,-3.0,Radford,Western Illinois
344,Robert Morris vs. Marshall,2006-11-17,-4.0,Robert Morris,Marshall
345,Cornell vs. Lehigh,2006-11-17,-19.0,Cornell,Lehigh
346,Mississippi Valley State vs. Kentucky,2006-11-17,23.0,Mississippi Valley State,Kentucky
347,Eastern Kentucky vs. Ohio St.,2006-11-17,-29.0,Eastern Kentucky,Ohio St.
348,Harvard vs. Michigan,2006-11-17,-32.0,Harvard,Michigan
349,Miami-Florida vs. Evansville,2006-11-17,-5.0,Miami-Florida,Evansville
350,Appalachian St. vs. Clemson,2006-11-17,-30.0,Appalachian St.,Clemson
351,Georgia Southern vs. Illinois,2006-11-17,-35.0,Georgia Southern,Illinois
352,Delaware State vs. N.C. State,2006-11-17,-20.0,Delaware State,N.C. State
353,Indiana St. vs. Indiana,2006-11-17,7.0,Indiana St.,Indiana
354,Central Arkansas vs. Connecticut,2006-11-17,-29.0,Central Arkansas,Connecticut
355,Morehead St. vs. South Alabama,2006-11-17,-15.0,Morehead St.,South Alabama
356,Charleston vs. Villanova,2006-11-17,-13.0,Charleston,Villanova
357,Western Carolina vs. Purdue,2006-11-17,25.0,Western Carolina,Purdue
358,Sacramento State vs. Denver,2006-11-17,-21.0,Sacramento State,Denver
359,Winston-Salem vs. Auburn,2006-11-17,33.0,Winston-Salem,Auburn
360,Maryland vs. Michigan St,2006-11-17,2.0,Maryland,Michigan St
361,Cleveland St. vs. Buffalo,2006-11-17,4.0,Cleveland St.,Buffalo
362,Centenary vs. Utah St.,2006-11-17,-6.0,Centenary,Utah St.
363,New Mexico St. vs. Loyola Marymount,2006-11-17,2.0,New Mexico St.,Loyola Marymount
364,UC Irvine vs. Oregon,2006-11-17,43.0,UC Irvine,Oregon
365,SE Missouri St. vs. Drake,2006-11-17,27.0,SE Missouri St.,Drake
366,Northwestern St. vs. Louisville,2006-11-18,13.0,Northwestern St.,Louisville
367,Detroit vs. Kent St.,2006-11-18,-13.0,Detroit,Kent St.
368,Mount St. Mary's vs. La Salle,2006-11-18,6.0,Mount St. Mary's,La Salle
369,MD Baltimore Cty vs. Hampton,2006-11-18,-7.0,MD Baltimore Cty,Hampton
370,Texas-Arlington vs. Texas Christian,2006-11-18,8.0,Texas-Arlington,Texas Christian
371,Hofstra vs. Manhattan,2006-11-18,-2.0,Hofstra,Manhattan
372,Oakland vs. Northeastern,2006-11-18,-15.0,Oakland,Northeastern
373,Siena vs. Holy Cross,2006-11-18,8.0,Siena,Holy Cross
374,Monmouth-NJ vs. Houston,2006-11-18,9.0,Monmouth-NJ,Houston
375,Portland St. vs. Arizona St.,2006-11-18,-4.0,Portland St.,Arizona St.
376,Maine vs. St. Francis (NY),2006-11-18,19.0,Maine,St. Francis (NY)
377,Texas State vs. Texas-Pan American,2006-11-18,-13.0,Texas State,Texas-Pan American
378,New Jersey Tech vs. St. Peter's,2006-11-18,-18.0,New Jersey Tech,St. Peter's
379,Central Arkansas vs. Mississippi,2006-11-18,-14.0,Central Arkansas,Mississippi
380,Cleveland St. vs. Evansville,2006-11-18,-14.0,Cleveland St.,Evansville
381,Centenary vs. SE Missouri St.,2006-11-18,32.0,Centenary,SE Missouri St.
382,Winthrop vs. Mississippi St.,2006-11-18,-11.0,Winthrop,Mississippi St.
383,East Carolina vs. NC-Greensboro,2006-11-18,8.0,East Carolina,NC-Greensboro
384,N.C. Asheville vs. Duquesne,2006-11-18,1.0,N.C. Asheville,Duquesne
385,Chattanooga vs. Florida,2006-11-18,-49.0,Chattanooga,Florida
386,Kennesaw St. vs. Columbia,2006-11-18,12.0,Kennesaw St.,Columbia
387,Stetson vs. Central Florida,2006-11-18,13.0,Stetson,Central Florida
388,Fairfield vs. Connecticut,2006-11-18,25.0,Fairfield,Connecticut
389,Charleston Southern vs. Tulane,2006-11-18,-6.0,Charleston Southern,Tulane
390,Stephen F. Austin vs. Arkansas,2006-11-18,11.0,Stephen F. Austin,Arkansas
391,Creighton vs. Nebraska,2006-11-18,-12.0,Creighton,Nebraska
392,Charleston vs. VCU,2006-11-18,-12.0,Charleston,VCU
393,UAB vs. Wyoming,2006-11-18,-6.0,UAB,Wyoming
394,Western Illinois vs. Florida International,2006-11-18,2.0,Western Illinois,Florida International
395,Utah vs. Santa Clara,2006-11-18,11.0,Utah,Santa Clara
396,Central Conn. St. vs. New Hampshire,2006-11-18,7.0,Central Conn. St.,New Hampshire
397,Fairleigh Dickinson vs. Seton Hall,2006-11-18,5.0,Fairleigh Dickinson,Seton Hall
398,Rider vs. Boston U,2006-11-18,-6.0,Rider,Boston U
399,Hartford vs. Army,2006-11-18,9.0,Hartford,Army
400,Colgate vs. Dartmouth,2006-11-18,12.0,Colgate,Dartmouth
401,Drexel vs. Vermont,2006-11-18,13.0,Drexel,Vermont
402,Eastern Michigan vs. Marquette,2006-11-18,-33.0,Eastern Michigan,Marquette
403,St. Mary's vs. Southern California,2006-11-18,6.0,St. Mary's,Southern California
404,Alabama St. vs. Southern Mississippi,2006-11-18,-37.0,Alabama St.,Southern Mississippi
405,Weber St. vs. Troy,2006-11-18,-5.0,Weber St.,Troy
406,Wichita St. vs. George Mason,2006-11-18,-6.0,Wichita St.,George Mason
407,Canisius vs. West Virginia,2006-11-18,-23.0,Canisius,West Virginia
408,Pepperdine vs. CSU Northridge,2006-11-18,3.0,Pepperdine,CSU Northridge
409,Massachusetts vs. Pittsburgh,2006-11-18,-17.0,Massachusetts,Pittsburgh
410,Lamar vs. Saint Louis,2006-11-18,-13.0,Lamar,Saint Louis
411,Middle Tennessee St. vs. Toledo,2006-11-18,-6.0,Middle Tennessee St.,Toledo
412,Alcorn St. vs. Radford,2006-11-18,-28.0,Alcorn St.,Radford
413,Valparaiso vs. Niagara,2006-11-18,-12.0,Valparaiso,Niagara
414,Belmont vs. Indiana - Purdue,2006-11-18,6.0,Belmont,Indiana - Purdue
415,California vs. San Diego St.,2006-11-18,-7.0,California,San Diego St.
416,Brown vs. Providence,2006-11-18,10.0,Brown,Providence
417,Wofford vs. Jacksonville St.,2006-11-18,-2.0,Wofford,Jacksonville St.
418,Louisiana Tech vs. Texas A&M,2006-11-18,-16.0,Louisiana Tech,Texas A&M
419,Dayton vs. Southern Methodist,2006-11-18,-5.0,Dayton,Southern Methodist
420,Arkansas-Little Rock vs. Tulsa,2006-11-18,-6.0,Arkansas-Little Rock,Tulsa
421,North Texas vs. Rice,2006-11-18,2.0,North Texas,Rice
422,Buffalo vs. Miami-Florida,2006-11-18,3.0,Buffalo,Miami-Florida
423,Air Force vs. Colorado,2006-11-18,38.0,Air Force,Colorado
424,Tennessee Tech vs. Kansas St.,2006-11-18,22.0,Tennessee Tech,Kansas St.
425,Idaho State vs. Brigham Young,2006-11-18,6.0,Idaho State,Brigham Young
426,Southern Utah vs. Boise St.,2006-11-18,9.0,Southern Utah,Boise St.
427,Arkansas-Pine Bluff vs. Nevada,2006-11-18,-19.0,Arkansas-Pine Bluff,Nevada
428,Utah St. vs. Drake,2006-11-18,-18.0,Utah St.,Drake
429,Prairie View A&M vs. Ball St.,2006-11-19,17.0,Prairie View A&M,Ball St.
430,Massachusetts vs. Northeastern,2006-11-19,23.0,Massachusetts,Northeastern
431,Centenary vs. Rhode Island,2006-11-19,-10.0,Centenary,Rhode Island
432,Chicago St. vs. Indiana,2006-11-19,-21.0,Chicago St.,Indiana
433,Navy vs. Stony Brook,2006-11-19,11.0,Navy,Stony Brook
434,Wright St. vs. Coastal Carolina,2006-11-19,7.0,Wright St.,Coastal Carolina
435,Norfolk State vs. Iowa St.,2006-11-19,8.0,Norfolk State,Iowa St.
436,East Tennessee St. vs. Auburn,2006-11-19,6.0,East Tennessee St.,Auburn
437,Lipscomb vs. South Carolina,2006-11-19,-7.0,Lipscomb,South Carolina
438,Northern Colorado vs. Denver,2006-11-19,6.0,Northern Colorado,Denver
439,Murray St. vs. Southern Illinois,2006-11-19,-16.0,Murray St.,Southern Illinois
440,Sacred Heart vs. Lehigh,2006-11-19,9.0,Sacred Heart,Lehigh
441,Lamar vs. Louisiana Tech,2006-11-19,3.0,Lamar,Louisiana Tech
442,Sacramento State vs. Washington,2006-11-19,-9.0,Sacramento State,Washington
443,Citadel vs. Notre Dame,2006-11-19,-24.0,Citadel,Notre Dame
444,Sam Houston St. vs. Oklahoma St.,2006-11-19,19.0,Sam Houston St.,Oklahoma St.
445,Buffalo vs. Evansville,2006-11-19,-30.0,Buffalo,Evansville
446,Florida A&M vs. Illinois,2006-11-19,-21.0,Florida A&M,Illinois
447,New Orleans vs. Florida St.,2006-11-19,19.0,New Orleans,Florida St.
448,UC Davis vs. Portland,2006-11-19,4.0,UC Davis,Portland
449,Central Arkansas vs. Fairfield,2006-11-19,-3.0,Central Arkansas,Fairfield
450,UMKC vs. Central Michigan,2006-11-19,17.0,UMKC,Central Michigan
451,Montana St. vs. Idaho,2006-11-19,-7.0,Montana St.,Idaho
452,Mississippi vs. Connecticut,2006-11-19,18.0,Mississippi,Connecticut
453,Xavier vs. Villanova,2006-11-19,-5.0,Xavier,Villanova
454,Oregon St. vs. Hawaii,2006-11-19,44.0,Oregon St.,Hawaii
455,Gardner-Webb vs. North Carolina,2006-11-19,-53.0,Gardner-Webb,North Carolina
456,Cleveland St. vs. Miami-Florida,2006-11-19,11.0,Cleveland St.,Miami-Florida
457,Furman vs. Bowling Green,2006-11-19,-4.0,Furman,Bowling Green
458,Bucknell vs. St. Joseph's,2006-11-19,-10.0,Bucknell,St. Joseph's
459,Winston-Salem vs. Georgia St,2006-11-19,7.0,Winston-Salem,Georgia St
460,Davidson vs. Missouri,2006-11-19,-6.0,Davidson,Missouri
461,Morgan St. vs. Virginia,2006-11-19,-19.0,Morgan St.,Virginia
462,Yale vs. Ohio,2006-11-19,8.0,Yale,Ohio
463,Tennessee St. vs. Western Kentucky,2006-11-19,-18.0,Tennessee St.,Western Kentucky
464,Illinois-Chicago vs. Bradley,2006-11-19,9.0,Illinois-Chicago,Bradley
465,Louisiana-Monroe vs. Louisiana State,2006-11-19,31.0,Louisiana-Monroe,Louisiana State
466,Indiana St. vs. IUPU - Ft. Wayne,2006-11-19,-6.0,Indiana St.,IUPU - Ft. Wayne
467,New Mexico St. vs. Arizona,2006-11-19,15.0,New Mexico St.,Arizona
468,Florida Atlantic vs. Marist,2006-11-19,-16.0,Florida Atlantic,Marist
469,Coppin St. vs. Tennessee,2006-11-19,-34.0,Coppin St.,Tennessee
470,Delaware State vs. Missouri St.,2006-11-19,-23.0,Delaware State,Missouri St.
471,Troy vs. Drake,2006-11-19,7.0,Troy,Drake
472,Southern vs. Wisconsin,2006-11-19,-53.0,Southern,Wisconsin
473,Oakland vs. Pittsburgh,2006-11-19,-11.0,Oakland,Pittsburgh
474,Wis.-Milwaukee vs. Northern Iowa,2006-11-19,11.0,Wis.-Milwaukee,Northern Iowa
475,Old Dominion vs. Georgetown,2006-11-19,-13.0,Old Dominion,Georgetown
476,Iowa vs. Alabama,2006-11-19,12.0,Iowa,Alabama
477,Saint Louis vs. Texas A&M,2006-11-19,-36.0,Saint Louis,Texas A&M
478,Towson vs. Kansas,2006-11-19,26.0,Towson,Kansas
479,Texas-San Antonio vs. Gonzaga,2006-11-19,44.0,Texas-San Antonio,Gonzaga
480,Weber St. vs. Utah St.,2006-11-19,22.0,Weber St.,Utah St.
481,Middle Tennessee St. vs. Charleston,2006-11-20,8.0,Middle Tennessee St.,Charleston
482,Toledo vs. VCU,2006-11-20,1.0,Toledo,VCU
483,Iowa vs. Villanova,2006-11-20,-29.0,Iowa,Villanova
484,Northern Illinois vs. Duquesne,2006-11-20,-5.0,Northern Illinois,Duquesne
485,NC-Wilmington vs. Campbell,2006-11-20,6.0,NC-Wilmington,Campbell
486,Wagner vs. William & Mary,2006-11-20,-24.0,Wagner,William & Mary
487,Longwood vs. Richmond,2006-11-20,-11.0,Longwood,Richmond
488,Texas Southern vs. Baylor,2006-11-20,24.0,Texas Southern,Baylor
489,San Diego vs. Loyola-Chicago,2006-11-20,14.0,San Diego,Loyola-Chicago
490,Arkansas St. vs. Tenn-Martin,2006-11-20,5.0,Arkansas St.,Tenn-Martin
491,CSU Northridge vs. Illinois St.,2006-11-20,-22.0,CSU Northridge,Illinois St.
492,DePaul vs. Kentucky,2006-11-20,-6.0,DePaul,Kentucky
493,Texas Tech vs. Marquette,2006-11-20,15.0,Texas Tech,Marquette
494,Oklahoma vs. Memphis,2006-11-20,12.0,Oklahoma,Memphis
495,Purdue vs. Georgia Tech,2006-11-20,18.0,Purdue,Georgia Tech
496,Air Force vs. Duke,2006-11-20,-15.0,Air Force,Duke
497,St. Bonaventure vs. St. Francis (PA),2006-11-20,-22.0,St. Bonaventure,St. Francis (PA)
498,Mount St. Mary's vs. Binghamton,2006-11-20,7.0,Mount St. Mary's,Binghamton
499,Detroit vs. Western Michigan,2006-11-20,-2.0,Detroit,Western Michigan
500,Loyola-Maryland vs. American U.,2006-11-20,7.0,Loyola-Maryland,American U.
501,San Francisco vs. Ohio St.,2006-11-20,22.0,San Francisco,Ohio St.
502,Winthrop vs. Maryland,2006-11-20,11.0,Winthrop,Maryland
503,Monmouth-NJ vs. Texas A&M CC,2006-11-20,-17.0,Monmouth-NJ,Texas A&M CC
504,Oregon vs. Rice,2006-11-20,6.0,Oregon,Rice
505,Xavier vs. Alabama,2006-11-20,7.0,Xavier,Alabama
506,Boise St. vs. Colorado St.,2006-11-20,-17.0,Boise St.,Colorado St.
507,Santa Clara vs. California,2006-11-20,25.0,Santa Clara,California
508,Wofford vs. Cincinnati,2006-11-21,-1.0,Wofford,Cincinnati
509,Mississippi St. vs. Clemson,2006-11-21,3.0,Mississippi St.,Clemson
510,George Mason vs. Hampton,2006-11-21,9.0,George Mason,Hampton
511,Boston U vs. Northeastern,2006-11-21,-19.0,Boston U,Northeastern
512,Vermont vs. Michigan St,2006-11-21,20.0,Vermont,Michigan St
513,Holy Cross vs. Harvard,2006-11-21,-13.0,Holy Cross,Harvard
514,Fairleigh Dickinson vs. St. Peter's,2006-11-21,7.0,Fairleigh Dickinson,St. Peter's
515,Temple vs. Kent St.,2006-11-21,9.0,Temple,Kent St.
516,Cornell vs. Army,2006-11-21,-9.0,Cornell,Army
517,LIU Brooklyn vs. Columbia,2006-11-21,27.0,LIU Brooklyn,Columbia
518,Maryland - E. Shore vs. Navy,2006-11-21,-23.0,Maryland - E. Shore,Navy
519,Illinois-Chicago vs. Miami (OH),2006-11-21,-11.0,Illinois-Chicago,Miami (OH)
520,George Washington vs. Kennesaw St.,2006-11-21,17.0,George Washington,Kennesaw St.
521,Prairie View A&M vs. Florida,2006-11-21,61.0,Prairie View A&M,Florida
522,Bucknell vs. Penn St.,2006-11-21,-3.0,Bucknell,Penn St.
523,Tulsa vs. North Texas,2006-11-21,2.0,Tulsa,North Texas
524,Yale vs. Dayton,2006-11-21,11.0,Yale,Dayton
525,Texas-Pan American vs. Texas-Arlington,2006-11-21,7.0,Texas-Pan American,Texas-Arlington
526,Delaware State vs. Wisconsin,2006-11-21,-12.0,Delaware State,Wisconsin
527,Brown vs. Northwestern,2006-11-21,-24.0,Brown,Northwestern
528,NC-Greensboro vs. Gardner-Webb,2006-11-21,-12.0,NC-Greensboro,Gardner-Webb
529,Florida International vs. South Florida,2006-11-21,-29.0,Florida International,South Florida
530,Towson vs. Western Kentucky,2006-11-21,-23.0,Towson,Western Kentucky
531,IUPU - Ft. Wayne vs. Western Illinois,2006-11-21,2.0,IUPU - Ft. Wayne,Western Illinois
532,Kansas St. vs. New Mexico,2006-11-21,-8.0,Kansas St.,New Mexico
533,Florida A&M vs. Bradley,2006-11-21,32.0,Florida A&M,Bradley
534,Wis.-Green Bay vs. Eastern Illinois,2006-11-21,2.0,Wis.-Green Bay,Eastern Illinois
535,Southern vs. Oklahoma St.,2006-11-21,16.0,Southern,Oklahoma St.
536,San Jose St. vs. Arizona St.,2006-11-21,12.0,San Jose St.,Arizona St.
537,UC Riverside vs. San Diego St.,2006-11-21,34.0,UC Riverside,San Diego St.
538,Colorado vs. Utah,2006-11-21,1.0,Colorado,Utah
539,Texas Christian vs. St. Mary's,2006-11-21,21.0,Texas Christian,St. Mary's
540,Marquette vs. Duke,2006-11-21,-11.0,Marquette,Duke
541,Arkansas-Pine Bluff vs. Fresno St.,2006-11-21,-27.0,Arkansas-Pine Bluff,Fresno St.
542,Oklahoma vs. Purdue,2006-11-21,-3.0,Oklahoma,Purdue
543,Georgia Tech vs. Memphis,2006-11-21,7.0,Georgia Tech,Memphis
544,Alabama St. vs. Georgia St,2006-11-21,-11.0,Alabama St.,Georgia St
545,East Tennessee St. vs. Morehead St.,2006-11-21,-21.0,East Tennessee St.,Morehead St.
546,Iona vs. Buffalo,2006-11-21,11.0,Iona,Buffalo
547,Rider vs. Delaware,2006-11-21,-10.0,Rider,Delaware
548,Chattanooga vs. Ball St.,2006-11-21,-15.0,Chattanooga,Ball St.
549,Valparaiso vs. N.C. State,2006-11-21,14.0,Valparaiso,N.C. State
550,Jackson State vs. Rutgers,2006-11-21,1.0,Jackson State,Rutgers
551,Albany vs. Sacred Heart,2006-11-21,-19.0,Albany,Sacred Heart
552,Howard vs. La Salle,2006-11-21,-6.0,Howard,La Salle
553,New Hampshire vs. Robert Morris,2006-11-21,-13.0,New Hampshire,Robert Morris
554,Lafayette vs. MD Baltimore Cty,2006-11-21,-35.0,Lafayette,MD Baltimore Cty
555,Winston-Salem vs. Coppin St.,2006-11-21,25.0,Winston-Salem,Coppin St.
556,Bethune-Cookman vs. Central Florida,2006-11-21,-35.0,Bethune-Cookman,Central Florida
557,South Carolina State vs. Georgia,2006-11-21,45.0,South Carolina State,Georgia
558,Drexel vs. Pennsylvania,2006-11-21,-19.0,Drexel,Pennsylvania
559,Savannah State vs. Illinois,2006-11-21,47.0,Savannah State,Illinois
560,Nicholls State vs. Texas,2006-11-21,-31.0,Nicholls State,Texas
561,Tennessee St. vs. Kansas,2006-11-21,35.0,Tennessee St.,Kansas
562,Iowa St. vs. Minnesota,2006-11-21,5.0,Iowa St.,Minnesota
563,Air Force vs. Texas Tech,2006-11-21,14.0,Air Force,Texas Tech
564,Louisiana-Lafayette vs. Oral Roberts,2006-11-21,-3.0,Louisiana-Lafayette,Oral Roberts
565,Vanderbilt vs. Wake Forest,2006-11-21,-10.0,Vanderbilt,Wake Forest
566,UCLA vs. Kentucky,2006-11-21,-5.0,UCLA,Kentucky
567,Idaho State vs. Washington St.,2006-11-21,-6.0,Idaho State,Washington St.
568,UC Santa Barbara vs. Pepperdine,2006-11-21,-9.0,UC Santa Barbara,Pepperdine
569,UC Irvine vs. Nevada,2006-11-21,19.0,UC Irvine,Nevada
570,Citadel vs. Southern California,2006-11-21,-16.0,Citadel,Southern California
571,Lehigh vs. Quinnipiac,2006-11-22,-16.0,Lehigh,Quinnipiac
572,DePaul vs. Purdue,2006-11-22,-8.0,DePaul,Purdue
573,Butler vs. Tennessee,2006-11-22,12.0,Butler,Tennessee
574,Charlotte vs. Syracuse,2006-11-22,-12.0,Charlotte,Syracuse
575,Florida Atlantic vs. North Florida,2006-11-22,15.0,Florida Atlantic,North Florida
576,Youngstown St. vs. Michigan,2006-11-22,9.0,Youngstown St.,Michigan
577,St. Francis (NY) vs. Massachusetts,2006-11-22,14.0,St. Francis (NY),Massachusetts
578,Georgetown vs. Fairfield,2006-11-22,-13.0,Georgetown,Fairfield
579,Louisiana-Monroe vs. Southern Methodist,2006-11-22,-33.0,Louisiana-Monroe,Southern Methodist
580,Grambling State vs. Houston,2006-11-22,-35.0,Grambling State,Houston
581,Louisiana Tech vs. McNeese St.,2006-11-22,9.0,Louisiana Tech,McNeese St.
582,Mississippi Valley State vs. Central Arkansas,2006-11-22,-2.0,Mississippi Valley State,Central Arkansas
583,Furman vs. North Dakota State,2006-11-22,-2.0,Furman,North Dakota State
584,Wright St. vs. Chicago St.,2006-11-22,16.0,Wright St.,Chicago St.
585,New Orleans vs. Lamar,2006-11-22,-2.0,New Orleans,Lamar
586,Idaho vs. Southern Utah,2006-11-22,-17.0,Idaho,Southern Utah
587,Samford vs. Arizona,2006-11-22,29.0,Samford,Arizona
588,UMKC vs. Pacific,2006-11-22,1.0,UMKC,Pacific
589,Cal St. Fullerton vs. Texas-San Antonio,2006-11-22,4.0,Cal St. Fullerton,Texas-San Antonio
590,Memphis vs. Kentucky,2006-11-22,-17.0,Memphis,Kentucky
591,Oakland vs. Duquesne,2006-11-22,-14.0,Oakland,Duquesne
592,Princeton vs. Manhattan,2006-11-22,-12.0,Princeton,Manhattan
593,Canisius vs. Colgate,2006-11-22,5.0,Canisius,Colgate
594,N.C. Asheville vs. Virginia,2006-11-22,-17.0,N.C. Asheville,Virginia
595,Siena vs. Dartmouth,2006-11-22,-14.0,Siena,Dartmouth
596,VMI vs. James Madison,2006-11-22,2.0,VMI,James Madison
597,Boston College vs. Providence,2006-11-22,-9.0,Boston College,Providence
598,Wyoming vs. UAB,2006-11-22,21.0,Wyoming,UAB
599,South Dakota State vs. Wis.-Milwaukee,2006-11-22,-17.0,South Dakota State,Wis.-Milwaukee
600,Arkansas-Little Rock vs. Texas State,2006-11-22,6.0,Arkansas-Little Rock,Texas State
601,Tennessee Tech vs. Mississippi,2006-11-22,9.0,Tennessee Tech,Mississippi
602,Radford vs. Air Force,2006-11-22,24.0,Radford,Air Force
603,Gonzaga vs. North Carolina,2006-11-22,8.0,Gonzaga,North Carolina
604,Portland vs. Brigham Young,2006-11-22,29.0,Portland,Brigham Young
605,Georgia Tech vs. UCLA,2006-11-22,-15.0,Georgia Tech,UCLA
606,Southern Illinois vs. Arkansas,2006-11-23,8.0,Southern Illinois,Arkansas
607,Western Michigan vs. Virginia Tech,2006-11-23,-3.0,Western Michigan,Virginia Tech
608,Montana vs. West Virginia,2006-11-23,-17.0,Montana,West Virginia
609,Marist vs. Minnesota,2006-11-23,7.0,Marist,Minnesota
610,Hofstra vs. Hawaii,2006-11-23,1.0,Hofstra,Hawaii
611,Marshall vs. California,2006-11-23,2.0,Marshall,California
612,Marist vs. Arkansas,2006-11-24,9.0,Marist,Arkansas
613,Minnesota vs. Southern Illinois,2006-11-24,-16.0,Minnesota,Southern Illinois
614,Auburn vs. Oklahoma St.,2006-11-24,-1.0,Auburn,Oklahoma St.
615,Florida A&M vs. Illinois-Chicago,2006-11-24,-18.0,Florida A&M,Illinois-Chicago
616,Chattanooga vs. Towson,2006-11-24,-1.0,Chattanooga,Towson
617,West Virginia vs. Western Michigan,2006-11-24,25.0,West Virginia,Western Michigan
618,Rutgers vs. Bradley,2006-11-24,29.0,Rutgers,Bradley
619,Gardner-Webb vs. N.C. State,2006-11-24,-12.0,Gardner-Webb,N.C. State
620,Butler vs. Gonzaga,2006-11-24,8.0,Butler,Gonzaga
621,Alabama A&M vs. Georgia,2006-11-24,-44.0,Alabama A&M,Georgia
622,Florida St. vs. Pittsburgh,2006-11-24,-22.0,Florida St.,Pittsburgh
623,Youngstown St. vs. Ohio St.,2006-11-24,34.0,Youngstown St.,Ohio St.
624,Nicholls State vs. Mississippi,2006-11-24,20.0,Nicholls State,Mississippi
625,East Tennessee St. vs. Sam Houston St.,2006-11-24,-11.0,East Tennessee St.,Sam Houston St.
626,Cal St. Fullerton vs. Louisiana-Lafayette,2006-11-24,2.0,Cal St. Fullerton,Louisiana-Lafayette
627,UC Riverside vs. SE Missouri St.,2006-11-24,3.0,UC Riverside,SE Missouri St.
628,Loyola Marymount vs. Pacific,2006-11-24,3.0,Loyola Marymount,Pacific
629,Western Kentucky vs. Florida,2006-11-24,33.0,Western Kentucky,Florida
630,Hawaii vs. California,2006-11-24,16.0,Hawaii,California
631,Missouri St. vs. Wisconsin,2006-11-24,2.0,Missouri St.,Wisconsin
632,Jackson State vs. Savannah State,2006-11-24,1.0,Jackson State,Savannah State
633,High Point vs. Maryland,2006-11-24,-18.0,High Point,Maryland
634,Prairie View A&M vs. Tennessee St.,2006-11-24,-11.0,Prairie View A&M,Tennessee St.
635,Oregon St. vs. Northern Colorado,2006-11-24,-2.0,Oregon St.,Northern Colorado
636,Tennessee vs. North Carolina,2006-11-24,14.0,Tennessee,North Carolina
637,Louisville vs. Dayton,2006-11-24,4.0,Louisville,Dayton
