PLAYER,A,BLK,DEF,OFF,PF,PTS,STL,TO,TOT,3P,3PA,FG,FGA,FT,FTA,MINS,TEAM,PER
Connar Tava,66,9,120,44,78,177,19,67,164,4,26,61,126,51,75,764,Boston College,18.050711766552418
Conner Avants,16,15,55,61,75,214,17,32,116,0,5,90,162,34,44,517,North Dakota,16.518954822889807
Conner Frankamp,88,8,46,4,25,272,27,18,50,60,136,95,206,22,28,729,Wichita St.,32.202262725697686
Conner Toolson,40,6,78,17,71,304,23,44,95,40,124,105,238,54,74,688,Utah Valley,24.477728515986808
Connor Bennett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Massachusetts Lowell,0.0
Connor Burchfield,20,1,30,3,35,128,12,9,33,33,73,41,94,13,18,386,William & Mary,22.854862858551854
Connor Cashaw,40,6,116,23,43,218,18,26,139,32,85,81,184,24,39,742,Rice,22.16648909843235
Connor Ferrell,23,4,41,16,55,133,8,21,57,16,69,44,128,29,42,545,Wagner,12.94287350350712
Connor Garner,2,0,4,0,2,9,2,1,4,3,5,3,5,0,0,19,Utah St.,51.21205384535782
Connor George,1,0,3,0,0,2,0,2,3,0,1,1,2,0,0,9,Michigan St,3.615864614758192
Connor Kern,9,3,61,4,44,122,7,5,65,34,75,35,86,18,23,490,Arkansas St.,18.590134720875053
Connor Klementowicz,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,Hofstra,7.26884739044314
Connor MacDougall,2,6,26,25,52,105,1,19,51,0,0,31,66,43,53,259,New Mexico,13.046412650109666
Connor McClenaghan,4,3,12,5,22,21,2,5,17,1,10,9,26,2,7,108,Marist,6.361269780948114
Connor O'Neill,0,0,2,0,2,0,0,1,2,0,0,0,1,0,0,4,Georgia,-11.781751507284143
Conor Clifford,26,18,64,18,76,266,1,50,82,0,1,115,195,36,41,555,Washington St.,28.449827043781706
Conor Peterson,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6,Xavier,9.65059320035255
Conor Voss,13,11,25,13,21,31,0,10,38,0,0,13,24,5,9,172,Columbia,20.080214107574875
Conrad Stephens,2,0,2,3,9,2,1,6,5,0,0,1,4,0,0,64,Robert Morris,-6.315110981865783
Cooper Olson,0,0,0,0,3,3,0,1,0,1,2,1,2,0,0,12,Montana St.,0.9848777526582194
Corban Collins,40,0,45,7,48,172,17,23,52,34,109,55,168,28,45,590,Alabama,4.075820445110383
Corbin Kaufusi,0,3,6,4,16,10,2,7,10,0,0,4,9,2,7,60,Brigham Young,0.3853151573432343
Corbin Miller,2,0,6,0,5,32,1,2,6,8,25,12,38,0,0,121,Harvard,7.949576862307079
Cordell Pemsl,31,22,92,49,71,265,19,48,141,0,1,100,159,65,112,569,Iowa,13.150538922251352
Corey Allen,55,3,63,25,72,418,28,54,88,74,169,142,329,60,93,912,Detroit,6.292395079891465
Corey Allen,55,3,63,25,72,418,28,54,88,74,169,142,329,60,93,912,Detroit Mercy,6.292395079891465
Corey Baldwin,29,4,80,10,55,230,28,40,90,53,134,77,188,23,41,699,North Dakota,9.856838414924693
Corey Bias,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,4,Charlotte,38.031619104163795
Corey Brown,4,3,23,7,34,29,1,11,30,0,0,12,29,5,8,162,Northern Arizona,4.742586748329395
Corey Daugherty,37,1,35,4,48,89,15,24,39,23,66,28,82,10,12,396,Brown,13.479649628189597
Corey Douglas,2,8,17,17,27,40,4,9,34,0,0,17,20,6,7,155,Rice,27.52344690542527
Corey Haith,3,0,4,0,8,9,2,4,4,3,7,3,7,0,0,40,Tulsa,10.430655258049683
Corey Henderson Jr,35,2,24,2,36,250,16,38,26,46,136,81,219,42,50,644,Tulsa,18.82098035203945
Corey Henson,74,3,60,7,56,391,18,65,67,60,175,131,322,69,85,925,Wagner,24.92740222177184
Corey Heyward,27,1,40,15,45,56,16,15,55,6,22,17,57,16,26,492,Georgia Tech,9.335889965694955
Corey Johnson,17,7,54,10,42,185,11,24,64,55,124,62,138,6,8,523,Harvard,24.286900962013775
Corey Manigault,2,1,10,4,13,15,0,0,14,0,3,5,19,5,8,77,Pittsburgh,7.539105761149074
Corey Sanders,90,13,83,16,58,380,37,79,99,20,68,147,381,66,105,878,Rutgers,22.86496212640862
Cornell Johnston,67,0,5,7,32,173,21,26,12,38,93,52,130,31,37,476,Eastern Illinois,27.73839932014408
Cortez Edwards,94,13,125,26,40,299,40,51,151,18,55,117,251,47,68,895,Southern Miss,30.184473671257862
Cortez Mitchell,56,3,67,16,60,319,23,36,83,24,69,117,260,61,101,694,Charleston Southern,30.43777703229328
Cortez Seales,47,7,58,22,36,201,15,23,80,9,19,73,160,46,70,575,North Dakota,13.027061956511668
Corvon Butler,8,2,28,21,30,100,13,13,49,0,15,39,83,22,28,289,Alabama St.,26.80575046840445
Cory Gensler,28,12,97,20,57,195,34,19,117,35,94,68,160,24,34,926,Campbell,19.761032682036156
Cory Kilby,10,4,38,22,25,87,6,21,60,10,29,29,68,19,25,325,Mercer,20.33135530314853
Costa Anderson,12,0,11,2,9,51,4,5,13,9,27,16,40,10,10,179,Albany,22.30109120834566
Courtney Alexander II,27,12,63,32,60,63,13,38,95,0,0,24,52,15,35,359,Tennessee Tech,14.764335110562776
Courtney Julien,3,2,6,0,3,4,0,4,6,1,6,1,13,1,2,47,Texas State,-13.062783732115658
Coye Simmons,5,8,73,44,61,65,11,19,117,0,0,26,47,13,18,398,Georgia Southern,19.845923252555025
Craig Bowman,15,0,16,3,30,79,8,19,19,9,43,25,75,20,35,212,Florida A&M,11.226988889791683
Craig Eubanks,0,1,0,0,0,3,0,2,0,1,2,1,2,0,0,15,Akron,4.263511134714935
Craig Hinton,13,5,50,17,42,81,9,14,67,17,42,28,62,8,13,324,Appalachian St.,20.436749031249988
Craig LeCesne,18,3,39,20,37,81,5,21,59,3,8,31,72,16,22,298,Pepperdine,17.468358958803492
Craig Randall,31,5,29,13,31,165,19,28,42,36,121,57,159,15,29,548,Memphis,16.00743996134725
Craig Victor,8,5,38,23,22,84,10,12,61,0,2,32,79,20,30,202,Louisiana State,30.47909799888678
Crishawn Cook,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Southern Illinois,-36.73989792841962
Cullen Barr,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,Xavier,-25.675533488322664
Cullen Neal,72,1,45,9,57,280,15,48,54,53,131,82,205,63,73,722,Mississippi,8.137203976074717
Cullen Russo,47,15,94,21,65,172,34,33,115,9,40,58,143,47,80,529,Fresno St.,27.95879887194766
Cullen VanLeer,40,8,42,5,61,154,21,24,47,37,117,49,142,19,22,700,Missouri,4.559504815615571
Curtis Cobb,62,14,119,13,57,367,24,70,132,54,147,138,331,37,61,866,Fairfield,22.601705482505515
Curtis Jones,27,3,33,8,25,102,12,21,41,18,55,34,101,16,22,339,Indiana,5.859530569027456
Curtis Lochner,2,0,1,0,3,5,0,2,1,1,3,1,5,2,2,28,Delaware,0.6137521636758473
Curtis McRoy,6,0,5,0,5,0,4,1,5,0,0,0,2,0,0,73,Delaware,4.3645929588211345
Curtis Phillips Jr.,28,7,65,18,57,196,22,37,83,18,58,65,156,48,63,504,Tennessee Tech,24.64871662791959
Cyril Langevine,7,23,66,54,74,91,13,20,120,0,0,33,76,25,49,379,Rhode Island,25.0772501741463
D'Angelo Richardson,40,0,22,9,21,67,10,27,31,10,35,23,79,11,18,341,Southern Miss,9.506539586738034
D'Erryl Williams,23,0,29,10,20,31,13,15,39,3,8,13,36,2,6,263,San Diego St.,13.033113254543123
D'Marcus Simonds,45,8,65,27,46,305,30,57,92,13,35,116,210,60,87,621,Georgia St,37.27953629214298
D'Marques Tyson,20,2,78,12,78,255,10,28,90,65,158,85,218,20,23,815,Portland,9.334830184072349
D'Mitrik Trice,48,3,53,7,37,175,12,24,60,30,69,59,148,27,33,532,Wisconsin,24.134125491417336
D'Quan Applewhite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SIU - Edwardsville,0.0
D.J. Fenner,47,9,75,31,86,446,19,58,106,58,128,145,303,98,118,901,Nevada,29.7731178822942
D.J. Johnson,15,43,104,64,93,324,21,48,168,0,0,123,204,78,114,752,Kansas St.,36.782979946294816
D.J. MacLeay,10,3,66,29,45,91,14,30,95,3,13,36,74,16,29,265,Bucknell,24.85779167078133
D.J. McCall,38,7,78,59,66,133,21,33,137,5,17,44,110,40,69,593,Indiana - Purdue,20.418244465242275
D.J. Ursery,39,1,52,16,56,165,4,39,68,4,14,60,147,41,67,470,Pacific,15.838551680246436
D.J. Williams,6,5,10,4,6,28,0,8,14,2,9,13,33,0,2,127,Illinois,1.448845835578656
D.J. Wilson,42,43,115,49,57,303,13,29,164,30,80,119,221,35,43,900,Michigan,6.948974695577279
DJ Bryant,22,0,12,0,31,15,6,28,12,1,8,6,17,2,3,212,Texas-Arlington,-4.159277495881632
DJ Clayton,45,3,76,49,64,197,26,45,125,12,43,73,173,39,70,766,Illinois St.,19.11780560187403
DJ Draper,3,0,2,0,0,6,3,0,2,1,4,2,6,1,3,21,North Texas,34.839424451864105
DJ Hogg,75,21,83,29,46,263,21,59,112,44,120,97,244,25,44,652,Texas A&M,14.466401858820943
DJ Laster,14,7,64,39,61,227,15,32,103,13,33,90,173,34,56,539,Gardner-Webb,28.56635503990346
DJ Miles,31,1,58,9,56,342,12,47,67,69,171,107,268,59,78,720,Northern Colorado,23.425576531330865
DJ Sylvester,0,0,0,2,1,0,0,1,2,0,3,0,6,0,0,13,UC Riverside,-33.9735453534154
Da'Shawn Robinson,3,0,2,0,0,2,2,1,2,0,2,1,4,0,0,18,Louisiana Tech,16.819938418007236
DaJuan Coleman,3,9,50,31,37,96,7,23,81,0,1,38,70,20,35,262,Syracuse,28.10946203943018
DaQuan Bracey,168,0,58,15,58,261,27,50,73,21,60,97,215,46,69,791,Louisiana Tech,28.787503000657697
DaRohn Scott,2,32,93,40,92,81,9,18,133,0,0,32,48,17,31,400,Central Michigan,23.412695393884096
DaRon Curry,3,0,3,0,4,6,0,2,3,0,4,3,8,0,0,50,Fairleigh Dickinson,2.25037161730594
Dachon Burke,23,10,79,48,69,250,50,55,127,14,43,95,222,46,62,731,Robert Morris,24.409210128846283
Dainan Swoope,76,4,83,19,65,339,30,53,102,56,146,97,237,89,122,924,Elon University,26.108464622786926
Daine Muller,13,0,14,1,17,34,3,9,15,11,25,11,25,1,2,175,Oregon St.,13.506356686649921
Daishon Smith,62,2,63,9,46,167,30,34,72,28,68,49,110,41,54,484,Wichita St.,30.204955664874728
Dajuan Graf,141,1,82,15,57,373,29,82,97,24,64,132,276,85,108,981,North Carolina Central,28.35642156075698
Dakarai Allen,38,19,72,36,81,239,34,40,108,12,41,89,166,49,68,765,San Diego St.,28.618295669541673
Dakarai Henderson,36,1,38,18,30,266,13,46,56,43,152,96,269,31,52,705,Sam Houston St.,13.751776590093943
Dakota Mathias,110,4,105,10,65,300,24,44,115,63,131,104,213,29,34,933,Purdue,13.780558813613599
Dalan Ancrum,21,6,54,16,46,197,9,37,70,27,52,65,160,40,45,525,Western Illinois,20.220343101767245
Dale Jones,1,0,3,0,3,0,0,2,3,0,4,0,5,0,0,12,Iowa,-15.109238495478136
Dalen Traore,1,2,33,17,33,41,5,11,50,0,0,10,24,21,39,228,Evansville,12.779120507964516
Dalique Mingo,10,0,22,6,20,55,6,18,28,1,9,18,50,18,27,261,Howard,8.6264261107076
Dallas Cameron,78,3,33,7,50,207,22,41,40,33,101,63,171,48,63,793,Stephen F. Austin,17.289331046577185
Dallas Ennema,21,15,72,10,49,182,11,18,82,39,91,59,129,25,32,632,Albany,24.12991624971304
Dallas Lussier,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,5,Montana St.,-9.236561069707419
Dallas Moore,108,2,66,24,31,685,36,76,90,85,217,251,532,98,121,1045,North Florida,42.10399747665549
Dalton Dry,2,0,1,0,2,3,1,1,1,1,2,1,3,0,2,18,Texas Christian,8.379189640000078
Dalton Soffer,0,0,2,0,2,6,1,1,2,2,12,2,12,0,0,30,Seton Hall,-6.867727613249039
Damani Applewhite,8,6,50,19,45,73,8,13,69,0,2,28,65,17,30,377,South Carolina State,14.101905761665808
Damarcus Croaker,37,5,80,42,45,284,26,41,122,17,60,110,242,47,63,793,Murray St.,25.161011065428333
Damari Parris,18,1,14,5,20,72,5,15,19,7,21,24,71,17,21,258,Western Kentucky,12.756506660206094
Damarion Geter,1,2,6,2,6,8,2,6,8,0,0,4,9,0,3,65,Longwood,2.597590047052027
Damien Jefferson,29,3,52,12,44,150,10,31,64,9,41,59,134,23,46,408,New Mexico,10.394766854560796
Damion Moore,2,11,32,15,23,68,3,11,47,1,1,30,57,7,9,184,Temple,29.102527147030447
Damiyne Durham,18,9,49,19,24,313,32,36,68,63,199,116,297,18,28,496,Cal. State - Bakersfield,35.0298966356124
Damon Collins,74,7,91,30,62,237,18,88,121,5,22,78,189,76,107,842,Howard,16.310160290179216
Damon Lynn,65,3,36,9,30,404,36,47,45,76,224,118,321,92,106,677,New Jersey Tech,36.789840195640956
Damon Wilson,9,1,12,1,20,23,1,10,13,0,11,8,30,7,12,170,Pittsburgh,-1.636110979644562
Damonte Dodd,10,45,36,60,77,135,4,33,96,0,0,53,91,29,53,423,Maryland,9.806439405239653
Damontez Oliver,18,4,41,11,43,52,5,32,52,12,44,18,64,4,7,412,Campbell,1.711793470827775
Damyean Dotson,31,5,157,47,47,514,25,31,204,100,223,190,388,34,42,989,Houston,15.123991570743865
Dan Dwyer,2,1,2,1,6,2,0,0,3,0,0,1,1,0,0,16,Pennsylvania,22.4102577928402
Dan Garvin,9,29,88,41,72,129,12,28,129,0,0,54,93,21,40,479,Bryant,25.478947102484195
Dan Jech,0,8,16,11,36,30,4,10,27,1,11,11,32,7,13,129,South Dakota,4.485475332782701
Dan Kimasa,14,10,48,26,61,69,3,20,74,1,7,29,63,10,15,297,Texas Rio Grande Valley,14.887537708194746
Dan Kingma,9,0,8,1,12,16,3,6,9,4,9,5,13,2,6,99,Washington,2.5339206118462454
Dan Robinson,14,24,54,44,84,98,8,30,98,0,0,42,89,14,22,459,Norfolk State,17.05439688925614
Dan Sheets,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,8,St. Mary's,10.381028618309248
Dan Studer,7,1,17,12,22,23,5,6,29,0,3,9,29,5,8,129,Wis.-Milwaukee,13.280281359692314
Dana Batt,6,5,32,14,53,53,4,20,46,0,0,22,36,9,13,261,Colgate,12.146281576277003
Dana Raysor,21,2,26,7,34,156,9,23,33,38,84,45,107,28,37,376,Delaware State,25.955248770938606
Dane Kuiper,31,7,45,13,60,145,20,19,58,23,61,52,123,18,23,503,New Mexico,11.641448618393696
Dane Norman,8,2,26,23,35,69,2,15,49,9,16,23,51,14,18,199,Air Force,23.720417553578073
Dane Pineau,23,28,109,61,81,188,27,32,170,5,15,80,129,23,43,660,St. Mary's,15.535143942988913
Daniel Amigo,41,18,160,50,102,458,8,80,210,9,15,179,327,91,139,725,Denver,40.19653451878635
Daniel Dingle,105,18,102,35,62,376,31,75,137,53,138,122,301,79,113,1068,Temple,24.972946065534195
Daniel Dion,66,0,73,8,40,387,18,45,81,84,203,118,277,67,85,1013,New Hampshire,26.471382817279817
Daniel Dixon,62,7,108,26,70,515,18,60,134,66,172,168,348,113,131,778,William & Mary,42.87222975480237
Daniel Dzierzawski,11,0,13,1,9,50,2,17,14,1,6,18,42,13,15,109,Toledo,16.65140803134754
Daniel Fowler,110,6,88,44,68,331,28,61,132,34,99,112,247,73,93,899,Furman,31.051491340887015
Daniel Harper,1,0,2,0,0,0,0,1,2,0,0,0,1,0,0,4,Oklahoma,-7.037528661236825
Daniel Harris,46,4,87,35,72,199,35,24,122,41,127,71,200,16,20,716,Quinnipiac,20.177188595736315
Daniel Levitt,2,0,5,8,13,50,5,3,13,12,38,15,48,8,12,134,Cleveland St.,20.46919052447073
Daniel Meyer,4,11,45,41,54,79,3,16,86,0,1,30,66,19,38,356,Nebraska Omaha,15.879861547299155
Daniel Norl,23,2,28,6,31,136,7,27,34,25,64,43,102,25,32,372,Nebraska Omaha,18.730504062391798
Daniel Parke,0,0,0,1,2,1,1,0,1,0,2,0,2,1,2,10,Eastern Kentucky,2.7246353096732197
Daniel Peace,58,0,27,7,56,60,27,43,34,1,7,16,47,27,42,426,Troy,10.541013645736726
Daniel Pillari,1,0,3,2,9,13,2,5,5,0,8,3,14,7,9,42,Monmouth-NJ,0.31642966562683594
Daniel Relvao,2,6,27,15,31,16,2,10,42,0,0,6,17,4,7,157,George Mason,8.300391977555098
Daniel Simmons,45,2,51,10,38,167,16,43,61,28,83,58,170,23,35,495,SE Missouri St.,15.15778935197462
Daniel Utomi,6,0,22,2,23,119,7,15,24,23,51,36,77,24,34,207,Akron,34.07857363101327
Daniel Wallace,4,1,10,1,11,4,0,6,11,0,0,1,4,2,5,64,St. Francis (PA),-6.266191987020938
Danjel Purifoy,51,4,104,26,60,307,39,44,130,55,149,89,226,74,84,766,Auburn,28.54962210803268
Danny Cohen,1,0,4,0,3,4,0,3,4,0,1,2,3,0,0,17,New Orleans,2.5281518489299084
Danny Dixon,0,2,4,4,3,9,0,3,8,0,0,2,5,5,7,27,George Mason,25.760859458487626
Danny Evans,30,4,66,17,52,122,15,45,83,24,69,45,108,8,12,632,Maine,11.208477610444374
Danny Harris,0,0,1,0,2,4,0,1,1,0,2,2,5,0,1,13,Bethune-Cookman,-4.240307177504566
Danny Pippen,5,12,39,31,49,82,6,18,70,6,25,29,72,18,30,263,Kent St.,21.715073196684653
Danrad Knowles,15,28,53,54,80,225,7,25,107,1,11,85,187,54,83,682,Houston,8.71042461259233
Dantai St. Louis,5,2,22,21,48,32,1,7,43,0,0,13,33,6,16,204,Canisius,7.426151419769745
Dante Bailey,4,0,15,5,19,62,2,10,20,12,40,20,54,10,14,178,Tenn-Martin,13.940117670012278
Dante Buford,5,3,24,11,17,92,7,14,35,16,41,29,74,18,25,248,Oklahoma,11.610066016279989
Dante Williams,1,5,3,3,4,9,0,1,6,0,0,3,6,3,3,29,Kansas St.,38.86067118231651
Dantez Walton,8,4,26,16,28,77,8,7,42,15,53,26,76,10,14,225,Northern Kentucky,22.580712407463096
Daouda Ndiaye,3,37,55,24,36,36,5,14,79,0,0,13,33,10,15,313,Illinois St.,19.931601640917922
Daquan Cook,18,0,18,14,23,151,19,26,32,19,66,50,152,32,40,399,Prairie View A&M,17.606044964391646
Daquon Ervin,3,0,1,1,3,4,0,5,2,0,1,1,4,2,4,20,MD Baltimore Cty,-12.00085273290478
Darcy Malone,10,14,35,25,57,81,3,22,60,4,12,22,46,33,45,342,Cal St. Fullerton,17.753123626364268
Darell Combs,83,2,52,14,73,453,21,74,66,49,162,159,390,86,111,923,Indiana - Purdue,23.944968724869707
Darelle Porter,7,9,32,18,33,73,14,14,50,8,31,27,79,11,17,251,St. Francis (NY),39.8231212590595
Darian Anderson,91,7,87,20,73,473,57,61,107,54,152,158,388,103,126,948,Fairleigh Dickinson,34.29542528118553
Darian Bryant,49,6,66,13,54,203,11,55,79,16,55,79,188,29,43,793,Delaware,6.871236970738667
Darian Harris,33,4,56,10,45,68,6,13,66,13,34,22,51,11,13,415,Oral Roberts,16.044670337815763
Darian Jones,1,0,2,3,4,2,0,3,5,0,1,1,3,0,0,16,Tulane,-3.138665058560485
Darien Fernandez,97,1,93,31,95,385,64,72,124,52,132,117,297,99,136,845,Jacksonville,16.35720631087567
Darien Williams,3,9,39,15,41,76,9,12,54,0,0,28,53,20,26,236,St. John's,24.90064741731577
Darin Haugh,2,0,2,0,0,0,0,1,2,0,1,0,1,0,0,8,Minnesota,1.4769377992682278
Darin Johnson,44,3,72,23,52,368,27,40,95,24,71,109,235,126,155,819,CSU Northridge,30.692544186134946
Darion Clark,4,5,90,36,59,146,14,27,126,0,0,56,106,34,60,358,Grand Canyon,30.003634361639907
Darius Bolstad,13,43,61,35,69,139,7,21,96,0,0,59,92,21,29,385,Radford,40.22725910935372
Darius Dawkins,7,2,23,3,25,114,9,5,26,29,90,37,102,11,14,318,Jacksonville,10.248813058779618
Darius Graham,99,0,44,10,58,226,17,53,54,38,100,76,185,36,46,842,UC Davis,17.547776397628244
Darius Harper,2,7,38,19,48,81,7,29,57,0,0,36,85,9,23,335,Miami (OH),14.516396820679555
Darius Hicks,7,3,15,9,16,8,0,7,24,0,1,2,8,4,17,132,N.C. State,2.8706277234248767
Darius Lewis,15,25,95,34,66,100,6,34,129,0,0,41,77,18,31,388,Duquesne,22.625092060346603
Darius Moore,62,2,67,10,66,209,17,59,77,46,103,71,188,21,32,677,Presbyterian,16.189809253931468
Darius Roy,4,0,9,8,6,15,3,3,17,1,5,5,24,4,8,86,Mercer,8.905300802027035
Darius Thompson,67,8,42,4,27,162,25,30,46,19,60,62,141,19,29,549,Virginia,8.369771016776383
Darnell Edge,36,1,69,18,57,264,25,34,87,29,80,94,187,47,52,815,Fairleigh Dickinson,24.269435268670442
Darnell Foreman,90,2,79,11,59,213,21,47,90,19,60,77,187,40,58,736,Pennsylvania,20.324136060936198
Darnell Tillman,9,14,70,64,63,103,16,16,134,0,0,44,67,15,28,479,UMKC,26.92854584111685
Darraja Parnell,44,5,44,13,46,162,18,41,57,5,14,54,101,49,60,406,Central Arkansas,28.787340138753454
Darral Willis Jr.,21,23,100,57,79,321,14,46,157,0,1,117,217,87,120,530,Wichita St.,43.73751118461912
Darrell Bowie,19,14,73,42,55,153,21,33,115,5,15,62,137,24,58,485,Iowa St.,22.778958049237822
Darrell Brown,85,2,64,7,66,395,18,93,71,45,121,120,313,110,140,953,Bradley,19.718602082368335
Darrell Davis,37,1,45,6,53,157,13,23,51,37,100,46,136,28,37,597,Dayton,14.492811315020429
Darrell Riley,72,1,46,15,44,225,19,63,61,30,69,73,207,49,69,637,Mississippi Valley State,16.959378052301965
Darren Payen,8,23,41,27,43,208,8,29,68,0,0,85,119,38,53,353,Vermont,52.142669717892616
Darreon Reddick,34,1,57,1,50,232,9,32,58,38,119,77,220,40,55,798,Tennessee St.,4.256226473171112
Darrian Traylor,6,0,3,2,2,12,0,1,5,2,9,4,11,2,5,41,UC Irvine,23.21825669029729
Darrick Wood,13,1,18,8,23,84,4,15,26,8,24,32,75,12,23,193,DePaul,21.643791211516756
Darrion Allen,38,20,86,20,66,393,28,69,106,47,162,124,345,98,118,1022,Longwood,19.62892894064854
Darrion Strong,21,0,7,1,15,35,3,14,8,5,20,13,35,4,8,174,Oklahoma,4.394174642877218
Darrion Strong-Moore,14,1,19,2,18,68,2,17,21,13,39,26,67,3,5,230,Oklahoma,5.937312050083953
Darryl Matthews,0,0,0,0,1,3,1,0,0,0,0,0,1,3,6,9,Hawaii,18.248960406719267
Darryl McDowell-White,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,Fresno St.,-34.93547545899559
Darryl Reynolds,11,23,86,51,42,132,9,31,137,0,0,52,74,28,41,598,Villanova,26.152250518047154
Darryl Smith,13,8,34,13,18,65,5,9,47,7,19,25,49,8,16,279,Cornell,21.626327583645907
Daryl Macon,68,2,62,15,56,404,33,56,77,58,145,117,257,112,128,763,Arkansas,8.481201285369316
Dashawn King,32,7,44,17,55,163,19,31,61,12,34,59,127,33,55,404,UMKC,25.804226259951115
Dashawn McDowell,11,2,15,14,22,38,6,14,29,2,4,12,29,12,29,210,Southern Methodist,11.93385320110489
Davante Pope,1,0,2,1,2,4,2,0,3,0,1,2,4,0,0,20,Alabama St.,28.04081459432848
Davaris McGowens,34,14,132,58,77,256,20,50,190,0,0,96,202,64,95,744,No.Carolina A&T,28.51723171310643
Dave Krmpotich,2,2,2,4,5,11,0,2,6,0,1,5,9,1,5,27,Colgate,30.85782253614458
Davell Roby,104,5,76,16,84,362,23,65,92,55,137,113,273,81,112,972,Saint Louis,24.602625238129203
David Andoh,8,10,62,31,54,212,8,32,93,13,42,83,189,33,51,535,St. Bonaventure,20.90403621928266
David Bell,2,7,19,10,16,20,2,3,29,0,0,8,18,4,7,100,Ohio St.,23.412468783039017
David Bloom,2,0,6,5,10,6,2,2,11,0,5,2,11,2,2,123,Texas A&M CC,2.1542750297517306
David Bottenberg,1,2,12,8,24,18,2,5,20,0,0,7,20,4,7,142,South Carolina State,4.909500693929649
David Burrell,17,12,65,33,50,222,13,20,98,26,64,86,163,24,43,501,East Tennessee St.,33.6427241175267
David Cohn,122,1,67,5,33,157,23,45,72,18,50,53,134,33,47,805,William & Mary,17.51180188710893
David Collette,22,19,61,33,64,270,16,30,94,2,2,111,179,46,74,492,Utah,10.805333381161397
David Crisp,86,4,65,24,67,405,17,67,89,73,199,143,349,46,67,963,Washington,6.148100163721609
David Cunningham,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,Nevada,16.61149698182547
David DiLeo,21,3,107,42,63,251,20,18,149,58,152,79,201,35,42,726,Central Michigan,25.107457207521573
David Efianayi,58,8,59,14,47,375,31,75,73,22,52,124,249,105,145,779,Gardner-Webb,29.94627284433555
David Erebor,0,0,9,5,22,8,4,3,14,0,0,4,8,0,0,63,Brown,7.956933713478298
David Favorite,0,0,1,0,1,3,0,0,1,1,2,1,2,0,2,12,Colgate,10.514915649963369
David Georgiev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,Georgia Southern,-19.331698895943127
David Haus,2,0,3,1,1,0,0,2,4,0,0,0,0,0,0,12,Duquesne,4.9394255136778975
David Howard,14,17,102,52,88,213,9,26,154,0,0,84,155,45,75,669,Evansville,26.168716718801665
David Jesperson,10,3,32,7,27,57,8,14,39,7,21,18,40,14,18,214,Green Bay,18.46949717247692
David Kadiri,8,19,68,48,78,167,8,16,116,0,1,75,120,17,34,468,Buffalo,30.332630898074203
David Knudsen,19,3,46,16,25,134,14,23,62,21,76,48,135,17,28,485,Marist,15.618260540130112
David Kyle,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,4,Nevada,7.060490495652609
David Leitao III,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,DePaul,5.789123201032776
David Levitch,28,0,24,10,30,59,10,6,34,13,33,20,53,6,13,286,Louisville,19.57417791588243
David Nichols,102,3,92,12,86,562,41,82,104,44,122,223,490,72,86,1051,Albany,33.72301623928179
David Onuorah,0,1,4,1,0,4,0,1,5,0,0,2,4,0,0,20,Cornell,17.30469745222127
David Pekarek,16,4,19,0,27,47,8,16,19,10,38,15,53,7,8,219,Fordham,7.781038299625443
David Robertson,35,0,31,4,44,232,20,19,35,58,127,74,165,26,32,610,N.C. Asheville,27.03077633485631
David Syfax,29,13,61,42,76,149,18,51,103,9,51,53,152,34,62,547,Morgan St.,12.878438327001549
David Taylor,21,0,36,4,41,113,11,20,40,20,67,35,114,23,29,437,Pacific,11.071563587707551
David Tillman,2,5,10,6,22,7,4,9,16,0,0,3,7,1,2,103,Arkansas-Pine Bluff,3.9982401786502364
David Urso,0,0,2,0,0,2,0,1,2,0,2,1,4,0,0,17,Vermont,-6.371371882933281
David Wacker,12,13,66,46,57,131,4,21,112,0,0,45,75,41,61,449,Boise St.,27.447778666183623
David Watkins,9,2,61,15,43,100,3,17,76,24,68,34,89,8,16,376,New Hampshire,15.49855302215038
Davin Guinn,16,2,36,26,39,67,18,9,62,10,32,23,66,11,17,366,Brigham Young,16.347008269459277
Davion Mintz,35,2,21,1,23,72,8,25,22,8,18,23,58,18,23,246,Creighton,16.851133976778286
Davon Bell,24,0,12,1,17,48,9,10,13,2,9,15,37,16,20,184,Presbyterian,22.58612787329483
Davon Clare,16,9,56,18,29,58,13,19,74,3,19,24,68,7,17,322,Cal St. Fullerton,14.543509028407678
Davon Dillard,12,3,45,26,24,118,13,28,71,10,20,42,79,24,34,272,Oklahoma St.,33.036055071616104
